"TIME","GEO","SEX","AGE","UNIT","Value","Flag and Footnotes"
"2013","Herefordshire, Worcestershire and Warwickshire","Total","Total","Number","1,305,682",""
"2013","Shropshire and Staffordshire","Total","Total","Number","1,581,454",""
"2013","West Midlands","Total","Total","Number","2,771,841",""
"2013","East of England","Total","Total","Number","5,928,877",""
"2013","East Anglia","Total","Total","Number","2,416,785",""
"2013","Bedfordshire and Hertfordshire","Total","Total","Number","1,763,546",""
"2013","Essex","Total","Total","Number","1,748,546",""
"2013","London","Total","Total","Number","8,363,095",""
"2013","Inner London - West","Total","Total","Number","1,108,567",""
"2013","Inner London - East","Total","Total","Number","2,205,293",""
"2013","Outer London - East and North East","Total","Total","Number","1,800,748",""
"2013","Outer London - South","Total","Total","Number","1,249,370",""
"2013","Outer London - West and North West","Total","Total","Number","1,999,117",""
"2013","South East (UK)","Total","Total","Number","8,758,925",""
"2013","Berkshire, Buckinghamshire and Oxfordshire","Total","Total","Number","2,304,318",""
"2013","Surrey, East and West Sussex","Total","Total","Number","2,778,314",""
"2013","Hampshire and Isle of Wight","Total","Total","Number","1,920,223",""
"2013","Kent","Total","Total","Number","1,756,070",""
"2013","South West (UK)","Total","Total","Number","5,358,575",""
"2013","Gloucestershire, Wiltshire and Bristol/Bath area","Total","Total","Number","2,382,428",""
"2013","Dorset and Somerset","Total","Total","Number","1,288,448",""
"2013","Cornwall and Isles of Scilly","Total","Total","Number","542,252",""
"2013","Devon","Total","Total","Number","1,145,447",""
"2013","Wales","Total","Total","Number","3,078,358",""
"2013","West Wales and The Valleys","Total","Total","Number","1,940,620",""
"2013","East Wales","Total","Total","Number","1,137,738",""
"2013","Scotland","Total","Total","Number","5,320,664",""
"2013","North Eastern Scotland","Total","Total","Number","482,660",""
"2013","Highlands and Islands","Total","Total","Number","466,737",""
"2013","Northern Ireland (UK)","Total","Total","Number","1,826,761",""
"2013","Northern Ireland (UK)","Total","Total","Number","1,826,761",""
"2013","European Free Trade Association","Total","Total","Number","13,449,030",""
"2013","Iceland","Total","Total","Number","321,857",""
"2013","Ísland","Total","Total","Number","321,857",""
"2013","Ísland","Total","Total","Number","321,857",""
"2013","Liechtenstein","Total","Total","Number","36,838",""
"2013","Liechtenstein","Total","Total","Number","36,838",""
"2013","Liechtenstein","Total","Total","Number","36,838",""
"2013","Norway","Total","Total","Number","5,051,275",""
"2013","Norge","Total","Total","Number","5,051,275",""
"2013","Oslo og Akershus","Total","Total","Number","1,190,365",""
"2013","Hedmark og Oppland","Total","Total","Number","380,973",""
"2013","Sør-Østlandet","Total","Total","Number","960,653",""
"2013","Agder og Rogaland","Total","Total","Number","741,284",""
"2013","Vestlandet","Total","Total","Number","866,239",""
"2013","Trøndelag","Total","Total","Number","437,198",""
"2013","Nord-Norge","Total","Total","Number","474,563",""
"2013","Switzerland","Total","Total","Number","8,039,060",""
"2013","Schweiz/Suisse/Svizzera","Total","Total","Number","8,039,060",""
"2013","Région lémanique","Total","Total","Number","1,519,189",""
"2013","Espace Mittelland","Total","Total","Number","1,788,791",""
"2013","Nordwestschweiz","Total","Total","Number","1,091,302",""
"2013","Zürich","Total","Total","Number","1,408,575",""
"2013","Ostschweiz","Total","Total","Number","1,123,672",""
"2013","Zentralschweiz","Total","Total","Number","765,879",""
"2013","Ticino","Total","Total","Number","341,652",""
"2013","Montenegro","Total","Total","Number","620,893",""
"2013","Crna Gora","Total","Total","Number","620,893",""
"2013","Crna Gora","Total","Total","Number","620,893",""
"2013","North Macedonia","Total","Total","Number","2,062,294",""
"2013","Severna Makedonija","Total","Total","Number","2,062,294",""
"2013","Severna Makedonija","Total","Total","Number","2,062,294",""
"2013","Not regionalised / Unknown level 2","Total","Total","Number",":",""
"2013","Albania","Total","Total","Number","2,897,770",""
"2013","Shqipëria","Total","Total","Number","2,897,770",""
"2013","Turkey","Total","Total","Number","75,627,384",""
"2013","Istanbul","Total","Total","Number","13,854,740",""
"2013","Istanbul","Total","Total","Number","13,854,740",""
"2013","Bati Marmara","Total","Total","Number","3,247,669",""
"2013","Tekirdag, Edirne, Kirklareli","Total","Total","Number","1,593,247",""
"2013","Balikesir, Çanakkale","Total","Total","Number","1,654,422",""
"2013","Ege","Total","Total","Number","9,779,502",""
"2013","Izmir","Total","Total","Number","4,005,459",""
"2013","Aydin, Denizli, Mugla","Total","Total","Number","2,808,243",""
"2013","Manisa, Afyonkarahisar, Kütahya, Usak","Total","Total","Number","2,965,800",""
"2013","Dogu Marmara","Total","Total","Number","7,058,367",""
"2013","Bursa, Eskisehir, Bilecik","Total","Total","Number","3,682,037",""
"2013","Kocaeli, Sakarya, Düzce, Bolu, Yalova","Total","Total","Number","3,376,330",""
"2013","Bati Anadolu","Total","Total","Number","7,253,247",""
"2013","Ankara","Total","Total","Number","4,965,542",""
"2013","Konya, Karaman","Total","Total","Number","2,287,705",""
"2013","Akdeniz","Total","Total","Number","9,611,007",""
"2013","Antalya, Isparta, Burdur","Total","Total","Number","2,763,541",""
"2013","Adana, Mersin","Total","Total","Number","3,808,483",""
"2013","Hatay, Kahramanmaras, Osmaniye","Total","Total","Number","3,038,983",""
"2013","Orta Anadolu","Total","Total","Number","3,853,025",""
"2013","Kirikkale, Aksaray, Nigde, Nevsehir, Kirsehir","Total","Total","Number","1,501,311",""
"2013","Kayseri, Sivas, Yozgat","Total","Total","Number","2,351,714",""
"2013","Bati Karadeniz","Total","Total","Number","4,483,603",""
"2013","Zonguldak, Karabük, Bartin","Total","Total","Number","1,020,108",""
"2013","Kastamonu, Çankiri, Sinop","Total","Total","Number","745,525",""
"2013","Samsun, Tokat, Çorum, Amasya","Total","Total","Number","2,717,970",""
"2013","Dogu Karadeniz","Total","Total","Number","2,545,274",""
"2013","Trabzon, Ordu, Giresun, Rize, Artvin, Gümüshane","Total","Total","Number","2,545,274",""
"2013","Kuzeydogu Anadolu","Total","Total","Number","2,226,155",""
"2013","Erzurum, Erzincan, Bayburt","Total","Total","Number","1,071,878",""
"2013","Agri, Kars, Igdir, Ardahan","Total","Total","Number","1,154,277",""
"2013","Ortadogu Anadolu","Total","Total","Number","3,756,322",""
"2013","Malatya, Elazig, Bingöl, Tunceli","Total","Total","Number","1,673,852",""
"2013","Van, Mus, Bitlis, Hakkari","Total","Total","Number","2,082,470",""
"2013","Güneydogu Anadolu","Total","Total","Number","7,958,473",""
"2013","Gaziantep, Adiyaman, Kilis","Total","Total","Number","2,519,139",""
"2013","Sanliurfa, Diyarbakir","Total","Total","Number","3,354,242",""
"2013","Mardin, Batman, Sirnak, Siirt","Total","Total","Number","2,085,092",""
"2013","EU27","Total","Total","Number",":",""
"2013","Bassin Parisien (NUTS 2013)","Total","Total","Number",":",""
"2013","Champagne-Ardenne (NUTS 2013)","Total","Total","Number",":",""
"2013","Picardie (NUTS 2013)","Total","Total","Number",":",""
"2013","Haute-Normandie (NUTS 2013)","Total","Total","Number",":",""
"2013","Centre (FR) (NUTS 2013)","Total","Total","Number",":",""
"2013","Basse-Normandie (NUTS 2013)","Total","Total","Number",":",""
"2013","Bourgogne (NUTS 2013)","Total","Total","Number",":",""
"2013","Nord-Pas-de-Calais (NUTS 2013)","Total","Total","Number",":",""
"2013","Nord-Pas-de-Calais (NUTS 2013)","Total","Total","Number",":",""
"2013","Est (FR) (NUTS 2013)","Total","Total","Number",":",""
"2013","Lorraine (NUTS 2013)","Total","Total","Number",":",""
"2013","Alsace (NUTS 2013)","Total","Total","Number",":",""
"2013","Franche-Comté (NUTS 2013)","Total","Total","Number",":",""
"2013","Ouest (FR) (NUTS 2013)","Total","Total","Number",":",""
"2013","Pays de la Loire (NUTS 2013)","Total","Total","Number",":",""
"2013","Bretagne (NUTS 2013)","Total","Total","Number",":",""
"2013","Poitou-Charentes (NUTS 2013)","Total","Total","Number",":",""
"2013","Sud-Ouest (FR) (NUTS 2013)","Total","Total","Number",":",""
"2013","Aquitaine (NUTS 2013)","Total","Total","Number",":",""
"2013","Midi-Pyrénées (NUTS 2013)","Total","Total","Number",":",""
"2013","Limousin (NUTS 2013)","Total","Total","Number",":",""
"2013","Centre-Est (FR) (NUTS 2013)","Total","Total","Number",":",""
"2013","Rhône-Alpes (NUTS 2013)","Total","Total","Number",":",""
"2013","Auvergne (NUTS 2013)","Total","Total","Number",":",""
"2013","Méditerranée (NUTS 2013)","Total","Total","Number",":",""
"2013","Languedoc-Roussillon (NUTS 2013)","Total","Total","Number",":",""
"2013","Provence-Alpes-Côte d'Azur (NUTS 2013)","Total","Total","Number",":",""
"2013","Corse (NUTS 2013)","Total","Total","Number",":",""
"2013","Départements d'outre-mer (NUTS 2013)","Total","Total","Number",":",""
"2013","Guadeloupe (NUTS 2013)","Total","Total","Number",":",""
"2013","Martinique (NUTS 2013)","Total","Total","Number",":",""
"2013","Guyane (NUTS 2013)","Total","Total","Number",":",""
"2013","La Réunion (NUTS 2013)","Total","Total","Number",":",""
"2013","Mayotte (NUTS 2013)","Total","Total","Number",":",""
"2013","Közép-Magyarország (NUTS 2013)","Total","Total","Number",":",""
"2013","Border, Midland and Western (NUTS 2013)","Total","Total","Number",":",""
"2013","Southern and Eastern (NUTS 2013)","Total","Total","Number",":",""
"2013","Lietuva (NUTS 2013)","Total","Total","Number",":",""
"2013","Region Centralny (NUTS 2013)","Total","Total","Number",":",""
"2013","Lódzkie (NUTS 2013)","Total","Total","Number",":",""
"2013","Mazowieckie (NUTS 2013)","Total","Total","Number",":",""
"2013","Region Wschodni (NUTS 2013)","Total","Total","Number",":",""
"2013","Lubelskie (NUTS 2013)","Total","Total","Number",":",""
"2013","Podkarpackie (NUTS 2013)","Total","Total","Number",":",""
"2013","Swietokrzyskie (NUTS 2013)","Total","Total","Number",":",""
"2013","Podlaskie (NUTS 2013)","Total","Total","Number",":",""
"2013","Eastern Scotland (NUTS 2013)","Total","Total","Number",":",""
"2013","South Western Scotland (NUTS 2013)","Total","Total","Number",":",""
"2014","European Union - 28 countries (2013-2020)","Total","Total","Number","507,235,091","b"
"2014","Belgium","Total","Total","Number","11,180,840","b"
"2014","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","Total","Total","Number","1,172,751","b"
"2014","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","Total","Total","Number","1,172,751","b"
"2014","Vlaams Gewest","Total","Total","Number","6,421,947","b"
"2014","Prov. Antwerpen","Total","Total","Number","1,806,634","b"
"2014","Prov. Limburg (BE)","Total","Total","Number","857,844","b"
"2014","Prov. Oost-Vlaanderen","Total","Total","Number","1,471,126","b"
"2014","Prov. Vlaams-Brabant","Total","Total","Number","1,108,408","b"
"2014","Prov. West-Vlaanderen","Total","Total","Number","1,177,935","b"
"2014","Région wallonne","Total","Total","Number","3,586,142","b"
"2014","Prov. Brabant wallon","Total","Total","Number","391,609","b"
"2014","Prov. Hainaut","Total","Total","Number","1,334,423","b"
"2014","Prov. Liège","Total","Total","Number","1,095,661","b"
"2014","Prov. Luxembourg (BE)","Total","Total","Number","278,219","b"
"2014","Prov. Namur","Total","Total","Number","486,230","b"
"2014","Bulgaria","Total","Total","Number","7,245,677",""
"2014","Severna i yugoiztochna Bulgaria","Total","Total","Number","3,664,440",""
"2014","Severozapaden","Total","Total","Number","810,401",""
"2014","Severen tsentralen","Total","Total","Number","835,813",""
"2014","Severoiztochen","Total","Total","Number","954,536",""
"2014","Yugoiztochen","Total","Total","Number","1,063,690",""
"2014","Yugozapadna i yuzhna tsentralna Bulgaria","Total","Total","Number","3,581,237",""
"2014","Yugozapaden","Total","Total","Number","2,127,618",""
"2014","Yuzhen tsentralen","Total","Total","Number","1,453,619",""
"2014","Czechia","Total","Total","Number","10,512,419",""
"2014","Cesko","Total","Total","Number","10,512,419",""
"2014","Praha","Total","Total","Number","1,243,201",""
"2014","Strední Cechy","Total","Total","Number","1,302,336",""
"2014","Jihozápad","Total","Total","Number","1,210,176",""
"2014","Severozápad","Total","Total","Number","1,125,429",""
"2014","Severovýchod","Total","Total","Number","1,506,503",""
"2014","Jihovýchod","Total","Total","Number","1,680,287",""
"2014","Strední Morava","Total","Total","Number","1,222,655",""
"2014","Moravskoslezsko","Total","Total","Number","1,221,832",""
"2014","Denmark","Total","Total","Number","5,627,235",""
"2014","Danmark","Total","Total","Number","5,627,235",""
"2014","Hovedstaden","Total","Total","Number","1,749,405",""
"2014","Sjælland","Total","Total","Number","816,726",""
"2014","Syddanmark","Total","Total","Number","1,202,509",""
"2014","Midtjylland","Total","Total","Number","1,277,538",""
"2014","Nordjylland","Total","Total","Number","581,057",""
"2014","Germany (until 1990 former territory of the FRG)","Total","Total","Number","80,767,463",""
"2014","Baden-Württemberg","Total","Total","Number","10,631,278",""
"2014","Stuttgart","Total","Total","Number","3,972,881",""
"2014","Karlsruhe","Total","Total","Number","2,702,831",""
"2014","Freiburg","Total","Total","Number","2,174,500",""
"2014","Tübingen","Total","Total","Number","1,781,066",""
"2014","Bayern","Total","Total","Number","12,604,244",""
"2014","Oberbayern","Total","Total","Number","4,469,342",""
"2014","Niederbayern","Total","Total","Number","1,189,153",""
"2014","Oberpfalz","Total","Total","Number","1,077,991",""
"2014","Oberfranken","Total","Total","Number","1,056,365",""
"2014","Mittelfranken","Total","Total","Number","1,707,376",""
"2014","Unterfranken","Total","Total","Number","1,297,992",""
"2014","Schwaben","Total","Total","Number","1,806,025",""
"2014","Berlin","Total","Total","Number","3,421,829",""
"2014","Berlin","Total","Total","Number","3,421,829",""
"2014","Brandenburg","Total","Total","Number","2,449,193",""
"2014","Brandenburg","Total","Total","Number","2,449,193",""
"2014","Bremen","Total","Total","Number","657,391",""
"2014","Bremen","Total","Total","Number","657,391",""
"2014","Hamburg","Total","Total","Number","1,746,342",""
"2014","Hamburg","Total","Total","Number","1,746,342",""
"2014","Hessen","Total","Total","Number","6,045,425",""
"2014","Darmstadt","Total","Total","Number","3,822,479",""
"2014","Gießen","Total","Total","Number","1,023,150",""
"2014","Kassel","Total","Total","Number","1,199,796",""
"2014","Mecklenburg-Vorpommern","Total","Total","Number","1,596,505",""
"2014","Mecklenburg-Vorpommern","Total","Total","Number","1,596,505",""
"2014","Niedersachsen","Total","Total","Number","7,790,559",""
"2014","Braunschweig","Total","Total","Number","1,574,936",""
"2014","Hannover","Total","Total","Number","2,099,079",""
"2014","Lüneburg","Total","Total","Number","1,670,199",""
"2014","Weser-Ems","Total","Total","Number","2,446,345",""
"2014","Nordrhein-Westfalen","Total","Total","Number","17,571,856",""
"2014","Düsseldorf","Total","Total","Number","5,088,748",""
"2014","Köln","Total","Total","Number","4,333,015",""
